name,initial_altitude,inclination,initial_latitude,initial_longitude,sat_type
271,547.000000000001,53,-51.9478965013655,10.1641851709067,LEO
272,546.999999999999,53,-51.4775008135646,43.2661392450079,LEO
273,572.000000000001,70,44.7631,-85.6206,LEO
274,571.999999999999,70,61.7390352579451,-65.5734010766438,LEO
275,572.000000000003,70,69.9889390368045,-17.6111190122346,LEO
276,572,70,60.7843796342782,28.3910997403437,LEO
277,572,70,43.5688925403479,47.3306499277953,LEO
278,571.999999999998,70,24.4241104671461,56.6653658700675,LEO
279,572,70,4.72939839534795,63.0458316235304,LEO
280,572,70,-15.0471933479895,68.9785602247563,LEO
281,572.000000000001,70,-34.5384126425027,76.4629968792538,LEO
282,571.999999999999,70,-52.9850691737526,89.4120421013004,LEO
283,572,70,-67.4002037634964,120.112315756005,LEO
284,571.999999999999,70,-67.5894507708149,175.774103179185,LEO
285,572,70,-53.3313373201008,-152.942469443016,LEO
286,572.000000000001,70,-34.9217515245484,-139.805844563702,LEO
287,572.000000000001,70,-15.4413956554919,-132.2628268238,LEO
288,572,70,4.33340723802202,-126.32029486564,LEO
289,572.000000000001,70,24.033304820947,-119.968124886919,LEO
290,560,97.6,45.745312,-87.070457,LEO
291,560.000000000001,97.6,66.2156636932194,-98.2299910220614,LEO
292,560,97.6,82.2584337882968,-160.975771274161,LEO
293,559.999999999999,97.6,68.9872354099009,116.902687366741,LEO
294,560,97.6,48.6448505993924,103.887370901082,LEO
295,559.999999999999,97.6,27.830169228274,97.7998119044318,LEO
296,560.000000000001,97.6,6.91051540096647,93.2792130110618,LEO
297,559.999999999999,97.6,-14.0275431231548,89.0342602726137,LEO
298,560,97.6,-34.9256041171297,84.1906079436918,LEO
299,559.999999999999,97.6,-55.6570581580039,76.8672464191615,LEO
300,559.999999999995,97.6,-75.4312931059162,55.8307186327955,LEO
301,559.999999999997,97.6,-78.4968610439012,-53.7193948553163,LEO
302,560,97.6,-59.3452071203091,-83.0853126556859,LEO
303,560.000000000001,97.6,-38.6788945414549,-91.3716855439297,LEO
304,560,97.6,-17.796980648533,-96.4566733003891,LEO
305,560.000000000001,97.6,3.13860349594087,-100.738700142068,LEO
306,560,97.6,24.0659705352044,-105.143811058857,LEO
307,572.000000000001,70,-44.7631,85.6206,LEO
308,572,70,-25.6821692632466,95.2922767967128,LEO
309,572.000000000002,70,-6.00532691177213,101.770190136279,LEO
310,572,70,13.7761155159926,107.676330914715,LEO
311,572.000000000001,70,33.3005778898529,114.981280223712,LEO
312,571.999999999999,70,51.8603134992251,127.355413285059,LEO
313,572.000000000001,70,66.7509181631187,156.241013438707,LEO
314,571.999999999998,70,68.1573768559691,-148.310173202939,LEO
315,571.999999999998,70,54.4377407558162,-115.087209220385,LEO
316,572.000000000001,70,36.1545148175175,-101.314524884438,LEO
317,571.999999999999,70,16.7110271372068,-93.5729643368502,LEO
318,572.000000000001,70,-3.05708474173732,-87.5937724018055,LEO
319,572.000000000001,70,-22.7725723429775,-81.3267212443714,LEO
320,571.999999999999,70,-41.993862123857,-72.3974304233467,LEO
321,571.999999999998,70,-59.491072064964,-54.7848047338792,LEO
322,571.999999999999,70,-69.8554870110572,-11.4976816887101,LEO
323,572.000000000002,70,-62.9420461464863,38.8096490301606,LEO
324,560,97.6,-45.745312,87.070457,LEO
325,560,97.6,-24.906436274067,81.343253855324,LEO
326,560.000000000001,97.6,-3.9805964885894,76.915272033236,LEO
327,559.999999999999,97.6,16.9556929959424,72.643812949062,LEO
328,559.999999999999,97.6,37.8415475911082,67.6177037713666,LEO
329,560.000000000001,97.6,58.5241034020236,59.5711040099477,LEO
330,560,97.6,77.8481806060203,32.4604003501935,LEO
331,560.000000000001,97.6,76.146833030349,-77.9012507463047,LEO
332,559.999999999999,97.6,56.4823493646264,-100.442818752803,LEO
333,560,97.6,35.7638472462511,-107.957955356837,LEO
334,560.000000000001,97.6,14.86906735139,-112.850664131331,LEO
335,559.999999999998,97.6,-6.06859039792234,-117.10162207988,LEO
336,560.000000000001,97.6,-26.9901654745347,-121.593458977344,LEO
337,560,97.6,-47.812277731512,-127.570392867192,LEO
338,560,97.6,-68.1954957051802,-139.995370963255,LEO
339,560,97.6,-82.3742021108963,143.337043663378,LEO
340,559.999999999999,97.6,-67.0165801214257,75.0072247590697,LEO
341,35786,0,0,-90,GEO
